UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
646350,58126,68624,89.95,70,23755,86,2455,02-07-73,Self employed,20-10-18,4,3092,1,1,0,0,0,0,825,A-Very Low Risk,25,3,0,66571,92286,92286,0,0,0,0,0,0,29670,0,1,0,0yrs 11mon,2yrs 0mon,1,0
614611,83535,113828,74.26,136,20495,48,3718,04-08-95,,20-09-18,8,1295,1,1,0,0,0,0,405,K-High Risk,3,1,1,215103,410000,410000,0,0,0,0,0,0,15224,0,0,1,1yrs 10mon,2yrs 5mon,0,0
696999,47651,65042,74.2,68,16873,45,863,11-05-76,Salaried,06-10-18,6,448,1,1,0,0,0,0,681,E-Low Risk,1,1,0,25604,36000,36000,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,1
690570,60149,77010,81.44,152,13890,86,4919,05-07-91,Salaried,15-10-18,3,3580,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
545029,49506,59702,85.39,15,14441,45,298,09-12-71,Salaried,29-10-18,11,3524,1,1,0,0,0,0,680,F-Low Risk,5,4,0,30586,91480,91480,0,0,0,0,0,0,1999,0,2,0,1yrs 2mon,3yrs 4mon,0,0
544732,57915,69167,86.06,67,22703,86,1429,07-06-92,Self employed,12-10-18,6,750,1,0,0,1,0,0,698,E-Low Risk,7,6,0,683214,728819,728819,0,0,0,0,0,0,3814,0,5,0,0yrs 3mon,0yrs 7mon,1,0
757098,53181,62061,88.66,63,18050,86,7093,14-02-87,Salaried,16-08-18,10,703,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
544557,47702,77003,63.53,18,15532,51,2709,16-10-81,Self employed,19-10-18,4,481,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
544143,57261,79797,72.63,136,23405,51,3791,04-11-97,,20-09-18,8,924,1,1,0,0,0,0,504,K-High Risk,27,5,2,1056676,1204000,1204000,0,0,0,0,0,0,1457796,0,0,0,0yrs 11mon,5yrs 6mon,0,0
632408,55211,68871,82.73,16,18317,86,2943,01-05-82,Self employed,22-10-18,17,2346,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
571314,35041,74582,47.74,36,15075,86,6527,22-01-85,Salaried,28-09-18,13,1211,1,1,1,0,0,0,738,C-Very Low Risk,1,1,0,76413,150000,150000,0,0,0,0,0,0,0,0,0,0,1yrs 8mon,1yrs 8mon,0,0
687299,64884,89599,74.75,63,23473,86,7124,01-01-83,Self employed,31-08-18,10,1871,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,92516,100000,100000,0,0,0,0,0,0,2106,0,0,0,0yrs 6mon,0yrs 6mon,0,0
749801,54621,76078,74.91,138,22872,120,3422,13-03-98,,20-10-18,9,1226,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
711505,61435,76586,83.65,142,17315,86,104,03-10-73,Salaried,22-08-18,16,556,1,1,0,0,0,0,449,K-High Risk,3,2,1,95612,99000,103317,2,0,1,0,0,0,0,5834,0,0,1yrs 2mon,3yrs 8mon,1,0
642202,52335,80299,69.78,8,15304,45,5628,25-06-93,Self employed,26-10-18,3,690,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
638187,52805,69004,77.61,68,22639,86,853,23-03-86,Self employed,09-10-18,6,448,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
681168,35841,47777,78.6,147,23641,51,2790,01-01-59,Salaried,17-09-18,2,3400,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
762919,58261,105153,57.07,103,24372,51,7028,02-01-97,Self employed,18-09-18,7,3243,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
652572,53580,63098,87.1,3,14360,51,57,19-02-73,Self employed,25-10-18,1,2122,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
706349,52302,60128,89.84,63,16067,45,7084,04-10-92,Salaried,14-08-18,10,1790,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594695,51555,67573,81.4,5,14347,86,3328,08-12-79,Salaried,20-09-18,9,854,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615227,74115,84910,88.39,2,23799,86,1602,18-06-85,Self employed,10-09-18,4,751,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
662409,84390,117552,73.6,18,15352,48,2695,18-03-94,Self employed,17-09-18,4,1161,1,1,0,0,0,0,749,C-Very Low Risk,3,1,0,7207,8650,8650,0,0,0,0,0,0,2622,0,2,0,1yrs 2mon,3yrs 0mon,2,0
646855,50280,85051,61.06,18,13971,86,2724,04-06-71,Self employed,16-08-18,4,2526,1,1,0,0,0,0,723,D-Very Low Risk,3,2,0,103029,305000,305000,0,0,0,0,0,0,2132,0,1,0,1yrs 4mon,3yrs 8mon,0,0
562584,36941,75964,50.51,147,17223,86,2835,27-08-90,Salaried,27-10-18,2,45,1,1,0,0,0,0,790,B-Very Low Risk,3,3,0,250172,602000,574701,0,0,0,0,0,0,5498,0,1,0,3yrs 3mon,5yrs 10mon,0,0
753920,54305,81455,67.57,17,16471,51,3238,01-01-80,,29-10-18,17,3772,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
664443,66200,82901,83.45,82,22420,51,4825,20-12-91,Salaried,10-10-18,19,1963,1,1,0,0,0,0,720,D-Very Low Risk,3,2,0,75778,89714,89714,0,0,0,0,0,0,0,0,2,0,0yrs 8mon,1yrs 7mon,0,0
547602,57015,70240,84.03,1,13131,45,5076,10-09-94,Salaried,31-10-18,3,365,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
759140,55004,69367,80.42,66,18100,86,3113,19-01-90,Salaried,24-10-18,17,2968,1,1,0,0,0,0,710,D-Very Low Risk,2,2,0,18394,30400,30400,0,0,0,0,0,0,0,0,1,0,0yrs 3mon,0yrs 6mon,1,0
748133,62715,79791,79.48,146,22004,45,2951,11-11-89,Salaried,26-10-18,14,517,1,1,0,0,0,0,780,B-Very Low Risk,4,2,0,5392,69000,22716,1,1,1,1742,75000,25400,0,0,1,1,1yrs 5mon,4yrs 2mon,0,0
598722,59515,78676,77.3,2,17383,86,1685,10-07-90,Self employed,18-10-18,4,473,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
753618,54015,70436,79.52,16,22017,51,3030,01-01-74,Salaried,23-08-18,14,2231,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
668633,48285,65705,77.69,34,15271,86,998,04-10-67,Salaried,05-09-18,6,1400,1,1,0,0,0,0,742,C-Very Low Risk,9,3,0,212631,940456,168763,0,0,0,0,0,0,0,0,0,1,5yrs 2mon,18yrs 6mon,0,0
656990,52305,66907,79.15,136,15941,51,3769,20-03-71,Salaried,04-09-18,8,1036,1,1,0,0,0,0,689,E-Low Risk,43,14,0,640032,902648,830827,0,0,0,0,0,0,28794,0,9,1,0yrs 10mon,2yrs 6mon,2,0
585083,47351,73356,65.38,64,16461,86,3495,01-01-89,Self employed,18-09-18,9,1857,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
579719,36441,47161,80.59,147,17224,45,2804,01-01-86,Salaried,17-08-18,2,402,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
701407,83622,116681,73.72,1,24751,120,5095,01-01-99,,26-10-18,3,1337,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
714211,73125,135406,55.44,202,23657,49,727,25-05-92,Self employed,03-09-18,18,479,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
551500,76001,101032,78.27,103,21426,49,7052,26-07-84,Salaried,14-10-18,7,2782,1,1,0,0,0,0,415,K-High Risk,4,2,2,25994,154351,154351,0,0,0,0,0,0,11927,0,1,1,3yrs 4mon,5yrs 4mon,0,1
735674,73753,117749,64.57,1,22860,48,5084,01-01-75,Self employed,28-09-18,3,290,1,1,0,0,0,0,636,G-Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 3mon,2yrs 5mon,0,0
721215,49805,68694,74.31,34,22637,86,974,25-02-60,Salaried,16-09-18,6,308,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
626563,44212,62740,71.66,10,12500,48,5658,03-12-81,Self employed,24-10-18,3,3547,1,1,0,0,0,0,300,M-Very High Risk,7,3,3,1593639,1700000,1700000,0,0,0,0,0,0,7997,0,0,1,3yrs 7mon,8yrs 0mon,0,0
710671,87988,131491,68.44,7,22766,120,5735,20-07-97,Self employed,22-10-18,3,1480,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
557034,70839,105280,70.29,1,18388,86,5111,01-01-93,,23-10-18,3,1805,1,1,0,0,0,0,710,D-Very Low Risk,4,1,0,25206,25206,25206,0,0,0,0,0,0,4464,0,1,0,0yrs 10mon,1yrs 6mon,6,0
642092,47851,65067,76.11,130,16310,86,978,01-08-74,Self employed,06-08-18,6,249,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,195126,200000,200000,0,0,0,0,0,0,1288,0,1,0,0yrs 4mon,0yrs 7mon,0,0
727320,68884,80027,87.49,9,16120,86,5452,17-08-71,Self employed,24-10-18,3,2715,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,3,2,1,9008,9000,9000,0,0,0,0,0,0,1976,0,2,0,1yrs 8mon,5yrs 2mon,0,0
615822,39948,56692,74.84,19,22320,45,1908,17-07-57,Self employed,01-08-18,4,1148,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
569237,59675,81591,76.41,120,22936,86,6911,01-01-77,Self employed,21-10-18,12,3422,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
646462,39556,97483,43.12,1,16169,51,6077,01-01-83,Self employed,11-08-18,3,910,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
641633,56461,68270,87.9,3,16092,51,567,01-01-69,Self employed,08-10-18,15,688,1,1,1,0,0,0,673,F-Low Risk,4,3,0,1479528,1500000,1500000,0,0,0,0,0,0,20184,0,3,0,0yrs 3mon,0yrs 6mon,7,0
631196,52480,68932,79.78,105,20292,48,1258,04-01-88,Salaried,16-10-18,6,2397,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
534082,50080,73863,70.42,48,23601,45,6297,01-01-76,Self employed,27-09-18,5,1421,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
658667,52805,63494,84.27,68,16873,45,855,02-09-84,Salaried,16-10-18,6,448,1,1,0,0,0,0,710,D-Very Low Risk,3,1,0,15499,15499,15499,0,0,0,0,0,0,7521,0,1,0,0yrs 4mon,0yrs 8mon,1,0
745161,54105,68605,79.92,16,18473,86,3000,02-02-85,Salaried,15-09-18,14,263,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
586469,45351,64050,73.4,74,21347,86,2585,26-01-85,Self employed,03-08-18,4,1518,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
658945,45353,61231,75.65,136,22568,45,3700,05-05-84,Salaried,01-08-18,8,273,1,1,0,0,1,0,753,C-Very Low Risk,1,1,0,14779,39884,26337,0,0,0,0,0,0,0,0,1,0,0yrs 3mon,0yrs 3mon,1,0
666690,43396,67501,66.7,61,22989,86,1365,01-06-76,Salaried,26-10-18,6,1637,1,0,0,1,0,0,844,A-Very Low Risk,3,3,0,2079577,2220000,2200361,0,0,0,0,0,0,0,0,0,0,3yrs 4mon,4yrs 0mon,0,0
715077,37241,60274,62.73,65,16166,48,6815,05-07-82,Self employed,26-10-18,13,1783,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
616709,44851,59351,77.42,136,23676,51,3754,14-11-86,Salaried,09-08-18,8,2508,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
708640,45891,95184,50.39,120,23645,48,6941,01-01-93,Self employed,23-10-18,12,1278,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
570378,52080,60192,89.75,61,16487,45,1318,14-01-78,Self employed,05-09-18,6,821,1,1,0,0,0,0,472,K-High Risk,15,6,3,1431208,2284389,2284389,0,0,0,0,0,0,51560,0,1,2,1yrs 3mon,3yrs 4mon,0,1
674494,40396,65370,62.73,34,15196,86,992,04-05-96,Salaried,04-09-18,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,2,2,1,1171994,1690000,1690000,1090,9382,0,0,3yrs 1mon,5yrs 0mon,0,0
631850,36441,59749,63.57,207,22460,45,913,25-05-93,Salaried,11-08-18,6,1686,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
718675,62098,74862,85.0,5,17980,86,3363,10-10-80,Salaried,22-10-18,9,1243,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
739433,95492,160718,62.19,159,23385,67,7321,15-01-96,Self employed,13-08-18,7,3115,1,1,0,0,0,0,649,G-Low Risk,2,1,0,11717,91964,91964,0,0,0,0,0,0,3691,0,0,0,1yrs 4mon,2yrs 3mon,0,0
672115,66101,84803,80.21,13,20716,86,4537,05-10-75,Salaried,09-10-18,8,1236,1,0,0,1,0,0,825,A-Very Low Risk,17,0,0,0,0,0,0,0,0,0,0,0,15566,0,0,0,0yrs 9mon,1yrs 6mon,4,0
705975,47851,64005,76.5,135,23746,86,1794,20-02-92,Salaried,11-08-18,4,1643,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
555862,51305,65747,79.08,67,18129,45,1507,04-02-82,Salaried,29-10-18,6,909,1,1,0,1,0,0,627,H-Medium Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 5mon,3yrs 10mon,0,1
721787,49540,86661,60.07,120,23020,49,6948,01-01-91,Self employed,08-10-18,12,1494,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
764605,54015,77218,72.53,255,23415,45,5829,12-06-92,Self employed,17-09-18,3,2079,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
758921,73125,109501,68.52,9,23621,51,5412,27-04-96,Self employed,25-10-18,3,3066,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,26453,48000,48000,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,1yrs 1mon,0,0
755693,57861,75700,77.53,66,18154,45,3148,15-06-90,Salaried,25-10-18,17,3699,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,85073,80000,80000,0,0,0,0,0,0,6541,0,0,1,0yrs 11mon,0yrs 11mon,1,0
734825,53030,72579,75.62,147,17742,45,2782,26-09-94,Salaried,12-10-18,2,402,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
596723,30986,42808,74.75,5,16535,51,3321,01-06-83,Salaried,18-08-18,9,683,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,29039,30000,30000,0,0,0,0,0,0,1620,0,0,0,2yrs 5mon,2yrs 5mon,0,0
627722,44313,64135,73.15,202,23323,86,777,12-01-81,Salaried,21-08-18,18,1093,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
634027,53305,68839,78.4,3,14573,45,57,04-09-88,Salaried,22-10-18,1,649,1,1,0,0,0,0,737,C-Very Low Risk,3,2,0,756558,1137000,1137000,0,0,0,0,0,0,17725,0,0,0,1yrs 6mon,3yrs 10mon,0,0
761395,54265,71965,77.76,74,17113,86,2490,06-05-97,Salaried,24-10-18,4,656,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594711,55761,68532,83.84,34,20520,45,1075,31-01-92,Salaried,23-09-18,6,2568,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,6634,7961,7961,0,0,0,0,0,0,2591,0,1,0,0yrs 11mon,2yrs 1mon,1,0
638317,46601,72905,65.89,5,17980,86,3394,26-06-85,Salaried,27-09-18,9,3193,1,0,0,0,1,0,587,I-Medium Risk,2,2,1,74188,74020,75267,0,0,0,0,0,0,0,0,0,1,1yrs 2mon,1yrs 3mon,0,0
586142,57661,65850,89.92,67,17684,45,1430,15-07-77,Self employed,16-08-18,6,1949,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
561417,51505,68105,78.13,34,15217,86,1230,25-11-96,Salaried,15-10-18,6,1412,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
751534,53305,69867,77.3,14,24147,45,608,10-10-90,Self employed,25-10-18,15,2996,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596515,52841,67635,82.84,162,14166,86,1862,01-03-81,Self employed,26-09-18,4,786,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,8550,22800,22800,0,0,0,0,0,0,0,0,1,0,0yrs 10mon,1yrs 2mon,0,1
759828,52265,63152,85.59,61,15894,86,1347,01-01-71,Self employed,03-09-18,6,2941,1,1,0,0,0,0,300,M-Very High Risk,4,1,1,511970,300000,300000,0,0,0,0,0,0,41030,0,0,0,3yrs 3mon,3yrs 10mon,0,0
563419,49405,62336,81.11,165,21064,86,6492,17-11-96,Self employed,11-08-18,5,2099,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
658493,40896,153288,27.4,159,23371,49,7197,11-02-96,Self employed,09-10-18,7,3429,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
662022,55215,71558,79.7,74,22928,86,2578,01-01-78,Self employed,17-08-18,4,83,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
643700,42046,68002,62.69,2,15082,45,2376,26-02-89,Self employed,08-10-18,4,1195,1,1,1,0,0,0,708,D-Very Low Risk,6,4,0,75434,131336,131336,0,0,0,0,0,0,2667,0,4,0,0yrs 5mon,1yrs 0mon,0,0
565485,32688,76395,45.74,36,22408,45,6647,18-07-93,Self employed,16-08-18,13,2398,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
541565,53002,87879,63.73,136,17783,86,3777,24-09-82,Salaried,20-10-18,8,2581,1,1,0,0,0,0,718,D-Very Low Risk,23,6,0,175438,165500,165500,0,0,0,0,0,0,93000,0,2,0,0yrs 8mon,1yrs 3mon,0,0
751419,54515,72902,77.61,202,24357,86,788,01-01-87,Self employed,26-09-18,18,1463,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
583866,52880,64318,85.5,16,21980,86,2943,09-09-85,,31-08-18,17,2909,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599840,55661,70933,80.33,67,16605,120,1519,01-06-72,Salaried,26-10-18,6,165,1,1,0,0,0,0,300,M-Very High Risk,2,2,1,70800,344000,344000,0,0,0,0,0,0,0,0,0,0,11yrs 2mon,11yrs 9mon,0,0
617451,42396,62341,70.6,165,21064,86,6499,27-05-93,Self employed,14-08-18,5,776,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
665514,54061,65124,85.95,16,21980,86,2958,08-07-79,Salaried,25-08-18,14,2467,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
589399,55165,66374,84.65,162,17094,86,1810,02-02-94,Salaried,21-10-18,4,723,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
621076,59915,68838,88.58,10,22842,86,5705,24-03-94,Self employed,18-09-18,3,778,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
756052,55261,64724,88.05,257,23824,86,936,10-05-77,Salaried,28-09-18,6,2201,1,1,0,0,0,0,755,C-Very Low Risk,4,2,0,695638,800000,800000,0,0,0,0,0,0,7505,0,0,0,3yrs 0mon,5yrs 3mon,0,0
652682,31786,68545,47.2,18,14234,86,2712,22-10-68,Salaried,21-10-18,4,2526,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
537367,47351,62767,78.02,61,20478,86,1384,28-01-93,Salaried,16-08-18,6,1977,1,1,0,0,0,0,766,B-Very Low Risk,6,5,0,34156,75554,66142,2,2,0,17491,50827,50827,0,0,3,0,0yrs 5mon,0yrs 11mon,0,0
644876,45286,69344,70.66,7,23332,45,5731,01-02-95,Self employed,28-08-18,3,1336,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
633362,59595,77150,82.87,70,16932,86,2407,18-05-78,Salaried,25-10-18,4,969,1,1,0,0,0,0,517,K-High Risk,7,1,1,26470,86185,86185,0,0,0,0,0,0,0,0,0,1,2yrs 0mon,8yrs 7mon,0,0
672516,58261,72301,81.64,2,17473,86,1713,10-05-96,Salaried,07-08-18,4,2601,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
688421,52805,65305,82.77,19,21264,86,1854,19-08-93,Self employed,04-08-18,4,502,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,7619,21616,21616,0,0,0,0,0,0,3439,0,1,0,0yrs 4mon,0yrs 6mon,0,0
687802,48351,62531,80.02,20,14004,86,6239,26-03-95,Salaried,31-08-18,5,1903,1,1,0,0,0,0,362,K-High Risk,1,1,1,435511,347000,347000,0,0,0,0,0,0,6593,0,0,1,3yrs 0mon,3yrs 0mon,0,0
594538,59915,88388,69.04,29,15410,49,5860,14-01-82,Self employed,24-10-18,3,1936,1,1,0,0,0,0,738,C-Very Low Risk,4,3,0,50168,71740,71740,0,0,0,0,0,0,4000,0,2,0,0yrs 7mon,1yrs 7mon,1,0
738641,61149,70323,89.89,162,17094,86,1825,21-05-94,Self employed,27-08-18,4,298,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594059,62949,71994,89.57,2,14834,86,1690,12-02-74,Salaried,29-08-18,4,397,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,1,0,0,0,0,0,4031,0,0,0,1yrs 4mon,3yrs 0mon,0,0
578559,60970,78021,80.68,5,15663,86,3377,10-10-96,Salaried,27-09-18,9,1413,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
